source_path,source,original_split,split,raw_label,label,label_index,sha256,width,height,channels,image_format,status,reason,canonical_path
K:\人脸数据集\archive (3)\Test\surprise\ffhq_239.png,archive (3),test,test,surprise,surprise,6,e0c5aa3f750d5601764247373b8d05a248822ecad3113a8d8af8d156e8c8a389,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_24.png,archive (3),test,test,surprise,surprise,6,506f0d7c3c2c9df2af6a01117d0835824a3c117cc9e4c83455ff07b7a01037c1,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_240.png,archive (3),test,test,surprise,surprise,6,99a4f8967461f28119d799dd9853b95d9a8fe491378d7e851feb4b6d64a501fc,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_241.png,archive (3),test,test,surprise,surprise,6,24b390bafb3fec58b4d5ba0e614995259134827c4455420486f1dc7f6b1e0c00,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_242.png,archive (3),test,test,surprise,surprise,6,0fa7d02af061f33a695b81c6b4f741ed4d2aef3175985ec694e5ac83e5583601,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_243.png,archive (3),test,test,surprise,surprise,6,5abfd88e7f9c904d113d8b633ca8c52185c2b5cac7f24835bc66666c951f6be9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_244.png,archive (3),test,test,surprise,surprise,6,ad721cba1981ca058e84dc4e0fa702b38b7aca18c09eba80b54e34d13fc81add,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_245.png,archive (3),test,test,surprise,surprise,6,5aa9fbd05da0f69854ba32b9aaac10f3c2b2541599de55bdac4f17dde645efd2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_246.png,archive (3),test,test,surprise,surprise,6,9fa5f81ff289f8a088fb1602cdbfdaf3ccf457ff355cfd7c9d665cf983a7fef9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_247.png,archive (3),test,test,surprise,surprise,6,022c11ea7f721b6a2554ee57b4c4a2506bfed00954eae3f67c2a0b4c2af16015,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_248.png,archive (3),test,test,surprise,surprise,6,1650467019ccecabb9bb9213b55501ff08f8d418970984d4c75fefb77ee10228,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_25.png,archive (3),test,test,surprise,surprise,6,05b7a74ed80504eb2720c16439fba130a46072e8bafa39196e5b70b6d1bf197d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_250.png,archive (3),test,test,surprise,surprise,6,78ec04ac1579f7990eb8e87838e86435edcbe43c51242850965df5b833533bf2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_251.png,archive (3),test,test,surprise,surprise,6,e24a68e6c98b58caed8a86bdb390b9291105db44589b7ef903fb81cbca62e424,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_252.png,archive (3),test,test,surprise,surprise,6,0f2d47c7a11b8a0890cba9e5cf65c706e7248ca1f67a5cafeb868ed1f92b2c3e,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_253.png,archive (3),test,test,surprise,surprise,6,05c80b3e9530f8cb4d67310d0911a8de3e8fb2b5301d889de17921207e8b6c52,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_254.png,archive (3),test,test,surprise,surprise,6,952489d9f15113b027ba999666c89972fb03cdde658aa80dc3ef149a851b5d71,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_255.png,archive (3),test,test,surprise,surprise,6,8fe87cc8ac85878a0607bcfbd6cc6b23e50978a57f93d9b3da03b48c4d6b50a4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_256.png,archive (3),test,test,surprise,surprise,6,6bff4f5962d4985f50b99d71373276b313282cf6e6f2e66992021c3a32d76e9b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_257.png,archive (3),test,test,surprise,surprise,6,c1ce82f75b488eb3db315a71f538fcf7272b51839a575a01913d7660ee312b89,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_258.png,archive (3),test,test,surprise,surprise,6,96104d06a84cc8f39b52d7eabf5962794555e9eed2763c5e25b9d2ef9967fa3c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_259.png,archive (3),test,test,surprise,surprise,6,651ff155bdc2c33f0fabc37748ffcccecd813a6e99e3d0c972f2d361e3284b4a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_26.png,archive (3),test,test,surprise,surprise,6,ed078bd9bda9c781db396fe69b0d6b0ef411a1eb8a4d22075e12f15438499f2f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_260.png,archive (3),test,test,surprise,surprise,6,a7b220fb06814a4228902a6ee34de13abaede4eca4e26222c4ca213db43e83f4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_261.png,archive (3),test,test,surprise,surprise,6,7db9dbebb435f21f208866ec7d9cd1fcca10be38140d07ce8184861f3ea84111,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_262.png,archive (3),test,test,surprise,surprise,6,2dc8d18ce7eef8d895777883d64b010d03abbda72e286454a8f699dcb162c2fe,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_263.png,archive (3),test,test,surprise,surprise,6,fdee254640871b0973262689f5b68c9dd1305c3ecc415e98b028d03089a484c1,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_264.png,archive (3),test,test,surprise,surprise,6,52f06c7bd5f199278289f28fa3faa3d9910957eab072c6586f15d744dfc1da10,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_265.png,archive (3),test,test,surprise,surprise,6,b5b353044bbdf779549d636fd8858d8aee98a4e9d6b04f21f350094b58172bc6,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_266.png,archive (3),test,test,surprise,surprise,6,64fcadd9c1c7280fa3058b6986546962d631f9f2fa38f4ca1aa631ddfd8041e2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_267.png,archive (3),test,test,surprise,surprise,6,bb72cb1bbeafe4575e45f08dd9bc2dd359c547255d89f1d5211aa50d11e592d0,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_268.png,archive (3),test,test,surprise,surprise,6,8010327d72fdb70a66b0f8e4c47dea1358381ecb507a9acf0d06f4298674c9f0,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_269.png,archive (3),test,test,surprise,surprise,6,012b9db63ece570ace7ed44de8295054a310b10edc7799b6819923bbea54a6d4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_27.png,archive (3),test,test,surprise,surprise,6,51f0e6c7c3c3c34163d43aeea1442de5f48aee11b7648b0cad4d87fbac18d2e5,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_271.png,archive (3),test,test,surprise,surprise,6,99e3d81a2dad8bec3f4cf84a75cbb20451513f4710c503f2363b4e32dcbef17d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_272.png,archive (3),test,test,surprise,surprise,6,66b9b0ed8c265ecf60ac87d5cc8a42a63247d00adcb99f4d52387aedeeb9c9b7,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_273.png,archive (3),test,test,surprise,surprise,6,6be8a7ab0d0bc3987080cbed99ac81ed52948e953515ba2b2a7b1678bdb788d7,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_274.png,archive (3),test,test,surprise,surprise,6,734479fee29f50b506f35f7463177b6462982f5e7863c9ea4a4f321a7befa92f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_275.png,archive (3),test,test,surprise,surprise,6,c6902ea195d228adc3fbda6601c0d2c052bba1955ff4920427465f685f4cb5c8,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_276.png,archive (3),test,test,surprise,surprise,6,9aac1b907a6e9091bd593d91916805c4596158eb613e1fe74bb599767994c149,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_278.png,archive (3),test,test,surprise,surprise,6,2ca9041d175c53d123b06b3661485dedf2fb340571a41f20311d9aa27e47cffd,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_279.png,archive (3),test,test,surprise,surprise,6,c02099b71fb5187840a2cb73bcca78f981c913bc0041f711f31559afec1ed218,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_28.png,archive (3),test,test,surprise,surprise,6,c9588c56bf5a8c418aa3cf26c1f1eeaf6bf125f6a90459567e5d11b92706a1c8,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_280.png,archive (3),test,test,surprise,surprise,6,fa8b0c1c5f7c5d0a66fb0ca9b9128cf2c023f6c997d0bbd7a979830c43d5ef8d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_281.png,archive (3),test,test,surprise,surprise,6,4f5aadbb5d620bd1ce076478fa3a98207ede406dd0439f59ad9bc82addb051e0,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_282.png,archive (3),test,test,surprise,surprise,6,041f030e84a8e23680ea5389d2d46905fef2e4f185955775ab81df71826db050,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_283.png,archive (3),test,test,surprise,surprise,6,971ea5187f2fc6784cb15be51295151dbcf73836b966e85ce15d7423f3fb8cc2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_284.png,archive (3),test,test,surprise,surprise,6,70647abdb8143e52cf1aef7f4779356bea977f2d157eca722d8a700cfe42c308,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_285.png,archive (3),test,test,surprise,surprise,6,6cca46240478f3c92e0fc318404a6f5b0f94283af9a35d9f8d3219abfe4a1b61,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_286.png,archive (3),test,test,surprise,surprise,6,8ded75dcedbcc83d205d11f9e13a0eca47dcdf0062e82fc682fade4f3d76f828,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_287.png,archive (3),test,test,surprise,surprise,6,0e71353e694fd420e41682f5546b50459d35d8328cf5e4aa087a1914939ec633,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_288.png,archive (3),test,test,surprise,surprise,6,1bfa5823a401954308130f50f1c02178102220a16e306e22fe963b47457a1d11,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_289.png,archive (3),test,test,surprise,surprise,6,9dfbf04ebb664737face5a58af4bb9d48c69fb39aca19e0cf068ada03d4c7fb1,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_29.png,archive (3),test,test,surprise,surprise,6,eb258611e6e718dcb09f85d42c8a941c11f15db4271eec362ad7244a3e2f193f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_290.png,archive (3),test,test,surprise,surprise,6,38ae477d5d18e2dfdea63c1158e9d9fbab9ffa1dfad8124c63b437ebdf618cf6,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_291.png,archive (3),test,test,surprise,surprise,6,e634d15cf805c7ecaf50a87bf6ae2f1e44273630137cb80d140de8c3be5d79aa,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_292.png,archive (3),test,test,surprise,surprise,6,b6fab268caa6f7b051d611603784fe71381d5acc21db466dba076ec77c79c3d2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_293.png,archive (3),test,test,surprise,surprise,6,d760ca36620d22d831356e6120318d74e227963fef481e52a409de067b393bf6,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_294.png,archive (3),test,test,surprise,surprise,6,3d841ea6eba2a01e468dd57b256d99bd5247c9c87d51da339a4a577ed3b3e032,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_295.png,archive (3),test,test,surprise,surprise,6,afd8080fbbf589c7bebd5d43464098293e468ae85c0f32b2a77648aa651672fb,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_296.png,archive (3),test,test,surprise,surprise,6,5f93113c209842465b1d45fa75b59d62e4d5059f441ff8ca9048e5df0af1a27d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_297.png,archive (3),test,test,surprise,surprise,6,97fcda513654f011a144f9a4a01f938548ff291743cd98761165c49f03068510,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_298.png,archive (3),test,test,surprise,surprise,6,787a403451ea81a82bd19cb1716cde97c9b5c33a9e71a47dd0e25fa84ae30822,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_30.png,archive (3),test,test,surprise,surprise,6,c54d3f33b7ad2dae3fd2300b210bb9e12a2f3329054e82e57e5c28f27236c637,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_300.png,archive (3),test,test,surprise,surprise,6,c4ffd93df5c78f198d6668efb9a5e40ca2e73ac2c2a4a19997f819b807bcbecf,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_301.png,archive (3),test,test,surprise,surprise,6,a80ba95812062ba3b6e9cf7c0463b98f77afa6a8afcc29062caeb3ef7f0cbe11,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_302.png,archive (3),test,test,surprise,surprise,6,089091ff471431de5ed131409460d04cf411e61fe880d0c67987b41cb0cc810d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_303.png,archive (3),test,test,surprise,surprise,6,800d31ab55a212e8bac19770586ca5202ecf482a0bb532d7e98e0a2126881c2b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_304.png,archive (3),test,test,surprise,surprise,6,ec7f050665e259a187501e5ac94d71ebaef062cf1166a0dbfc919c4befd9f314,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_305.png,archive (3),test,test,surprise,surprise,6,67e7b87ed6d1bd1292a3b0f51ac03862ae2d88f188d4da422646de8c2194a107,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_306.png,archive (3),test,test,surprise,surprise,6,fa2fce375eef652eada2d35acb729f7c2a827a00ba12f0ede29c7cd46d4f9257,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_307.png,archive (3),test,test,surprise,surprise,6,9a4dcbacaffd1e0a9f923217e01178abcc192133432a60969ee3d0e4b94bbd87,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_308.png,archive (3),test,test,surprise,surprise,6,8f2ec56e135f01555dc01ddaf3981fe117286e589f806e935a1bdb64d364d03b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_309.png,archive (3),test,test,surprise,surprise,6,da580060b785163e4f73a80bef19ceac974ba5ccce19306eab97fca2104b0a98,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_31.png,archive (3),test,test,surprise,surprise,6,62084cead142aa980ce1a645ff34db80f43f05022e3af0e82b44c76697eea496,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_310.png,archive (3),test,test,surprise,surprise,6,372fecddbda7c3a308e4d41c9ec1f0b36f3ed383d7fbbe33934e2f45ee0ff73a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_311.png,archive (3),test,test,surprise,surprise,6,5caca16c7fa8f8e45d5ef3aefe197d9a1b7a9b6d4553f9334a7dc000745d415c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_312.png,archive (3),test,test,surprise,surprise,6,1daa0b4eb17c8da052366c5fc4a6f4ee9c09952168e7bba9a400d627a80a2806,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_313.png,archive (3),test,test,surprise,surprise,6,9dd0f68bc93ff48f2f200f09ca49d0f217dcfc53016c6c0f92eed52222ee8d33,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_314.png,archive (3),test,test,surprise,surprise,6,d8eb205f3edba93a4a07b758885a084a0757d3331f37fff0b6b4e5433e261b2b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_315.png,archive (3),test,test,surprise,surprise,6,747df212a938f69b2bb6ce285983bc442c220e8dd368acacf2d50f3836ab6958,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_316.png,archive (3),test,test,surprise,surprise,6,2afee5ea398fcc339a9fe96c7d1a66e23628f89542db1ff4cd3ac16fe715c1c9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_317.png,archive (3),test,test,surprise,surprise,6,d169dd84d6c94d7940769bf5161a630ebd28630c93c8db2c8a7f65f1bcdad10d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_32.png,archive (3),test,test,surprise,surprise,6,e89dce44c9767eb87cf7d770817cfdda89c910b17da08947a069e599662155ff,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_320.png,archive (3),test,test,surprise,surprise,6,e1efad40f3d9ef19b3166e7fc146a62a37b0710bc24c893ba7bdfabbb4084983,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_321.png,archive (3),test,test,surprise,surprise,6,ca1bda3e88bcc305accf3aa8b513b05d683ec2828510533cc92a3aaacfbc59ec,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_323.png,archive (3),test,test,surprise,surprise,6,e4c20aba5031d8d167a53a4d98197524610549d764a352f497b32cfcd7caaedb,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_324.png,archive (3),test,test,surprise,surprise,6,5020455581e635dec6fe6c239bb0e4a17716a8f704cef5a7934f1a9e8530d386,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_325.png,archive (3),test,test,surprise,surprise,6,b5c6ca099a47cd7c8469ad8875c67e784068be7f66f9c650508507e994374c02,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_326.png,archive (3),test,test,surprise,surprise,6,d4a20215a32125814bacb943f68b5fa2c7fb6b60e0dfe680049b2fc125cf561f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_327.png,archive (3),test,test,surprise,surprise,6,3476d67b6eddf993ed489e639af72b7985e5da309a057916114a6cf32ac8f747,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_328.png,archive (3),test,test,surprise,surprise,6,1144d103424ef2a6cfcb962a5c1f713461d84f4b4344db02b22d72e917316ec7,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_33.png,archive (3),test,test,surprise,surprise,6,3657226cab26b146370a9dcba3a038de1b395c3f354c9a6386288b5d59129fb8,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_330.png,archive (3),test,test,surprise,surprise,6,2e2d58815b98ba53a9fd7421e4659d77cdc3ae04aec25e3c9f71e8cd5f137f6a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_331.png,archive (3),test,test,surprise,surprise,6,d8a33e360ec0df8fcbab287c324c103885282a50d54b6e8a07713d1689ae987f,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_332.png,archive (3),test,test,surprise,surprise,6,085cb68c4ae45508cd85d68a9fa3cf8cdbef93226c771fe279c23aeaa3c09090,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_334.png,archive (3),test,test,surprise,surprise,6,4d373faf596ca59d23d924f1be9b2605cb1a35fec08cb8dcb2407eede4d4b7d5,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_335.png,archive (3),test,test,surprise,surprise,6,5b21251f1b47ab26e78eb17fab9295641580a4ca518d8bc208949025f9437c6a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_336.png,archive (3),test,test,surprise,surprise,6,461582db33b0774e7a7e88bbfcc3a43b11581a989147e9c39e6da54d08517ac3,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_337.png,archive (3),test,test,surprise,surprise,6,354ed1c39f3d0116d0cf2127e45b5226b1bafe2aa7b35889232d3f315e667005,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_338.png,archive (3),test,test,surprise,surprise,6,f9bd7cdd4daaf7f7662354640099ef1b7b9e002dab3ec4788caddf69bc36f6db,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_339.png,archive (3),test,test,surprise,surprise,6,5a94ffc6d0c2584ffb255535d0dae4511afb379f6269398e48c683f6f695c1d4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_34.png,archive (3),test,test,surprise,surprise,6,297154c83064d56adec6508a989698324cdfb6312124ab6fc12bdd6c867f2973,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_340.png,archive (3),test,test,surprise,surprise,6,7ac196639865995f5d4a98ac90b83e858343d4efb2343c7228876b84cc28174a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_341.png,archive (3),test,test,surprise,surprise,6,f1731b4400cdc904431c838db78b5bf5aeec925b27682673f6391a114a9059de,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_342.png,archive (3),test,test,surprise,surprise,6,46b5e713b0d4e3c56366342b0a36d48b439ee28ec4ddaa8f0c7f09ecbb0eeb9c,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_343.png,archive (3),test,test,surprise,surprise,6,2df77795a2e9c570f779ed333e5085df30d666bfadad2835d796d4989382df63,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_344.png,archive (3),test,test,surprise,surprise,6,1e1a253be09546f31de1e57f1e0c42503119255a90106ee44dc08f23540fe3a4,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_345.png,archive (3),test,test,surprise,surprise,6,951ad46f044624222f02392313850ee221711c8b09f88deb4ee2147e2af7c66b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_346.png,archive (3),test,test,surprise,surprise,6,5036c6974848b875a776336562a3da9688b0f4cf963f11ad0502b87575039ed2,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_347.png,archive (3),test,test,surprise,surprise,6,278cb81ebeb7b276079161a205658f73f013e96cf878e8042ce79110c45119f8,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_348.png,archive (3),test,test,surprise,surprise,6,4f050e00161ee72da8c5cde491052394c0fadb3a72211e0c76a37d18aeab09d6,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_349.png,archive (3),test,test,surprise,surprise,6,a304a794f858acf17aec7e7eeddb309e15a0a773245ae5e24f48b34f597ec409,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_35.png,archive (3),test,test,surprise,surprise,6,8983a9e29de7ef5b84144298b1ecc1043f3c0bc4c0dd12a56cbdf18fd2c80b4d,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_350.png,archive (3),test,test,surprise,surprise,6,720edb23b7599058a9085db3b3bd619d200e066572c32efd6398cf72fd39da66,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_351.png,archive (3),test,test,surprise,surprise,6,19e884139b8d61e8f3cf1aed8da877f2315a2782d5f9d4d41b38674fd6966146,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_352.png,archive (3),test,test,surprise,surprise,6,bea2b712ade2830f26de3670ce790be5251d04333ce3f12ede548a8754c3abb9,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_353.png,archive (3),test,test,surprise,surprise,6,8e86b98c49291b20ab078c313bdd66c844a8ddc1069c84baeaad345905130c38,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_354.png,archive (3),test,test,surprise,surprise,6,ae879fb5cff0094d8ac260e520634dd536c284775373121e326cfee43f6710ac,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_355.png,archive (3),test,test,surprise,surprise,6,88c2aed50c268cd8328b3ba6f32a53328f9378c3c81237cb85b93c028c5e868a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_356.png,archive (3),test,test,surprise,surprise,6,4bb6b80da3919a730856e879a5d2451a52bc11041d3da306d5aa89ccd5bd887a,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_357.png,archive (3),test,test,surprise,surprise,6,58fce33c07c3c9bc3b93dca2942105979b02562584f81d96c0d9e7b547c0f00b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_358.png,archive (3),test,test,surprise,surprise,6,f702f8e2f30e8c2d64ee7e92574e1d59594a9348de0a0f7bc3136bc22ed2345b,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_359.png,archive (3),test,test,surprise,surprise,6,f2fec3cbe73b8934a0c922a9b0c50a4eaf0b4fd2db0bf0618ac840756c6a42ba,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_36.png,archive (3),test,test,surprise,surprise,6,37e2fb41e869870b3ad274d08b0ea17841e505b2a28940d86a9fb71b63261f75,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_360.png,archive (3),test,test,surprise,surprise,6,302d19e509bb41824cc8a9b03aa667037e0bf4ca9fe329ca6d5fc8b34af3dcfd,96,96,3,PNG,included,directory,
K:\人脸数据集\archive (3)\Test\surprise\ffhq_362.png,archive (3),test,test,surprise,surprise,6,315c16ace2c343f8ff1f356c0cd7420dd1135c0991f96e750bc261e76086abaf,96,96,3,PNG,included,directory,
